21,9	0,000
21,9	0,000
21,9	0,000
21,9	0,000
21,9	1,250E-4
21,9	1,875E-4
21,9	2,500E-4
22,0	2,500E-4
22,0	3,125E-4
22,1	3,125E-4
22,0	3,750E-4
22,1	4,375E-4
22,2	4,375E-4
22,2	5,000E-4
22,2	5,000E-4
22,3	5,000E-4
22,3	5,625E-4
22,3	5,625E-4
22,4	5,625E-4
22,4	6,250E-4
22,5	6,250E-4
22,6	6,250E-4
22,6	6,250E-4
22,7	6,875E-4
22,7	6,875E-4
22,8	6,875E-4
22,8	7,500E-4
22,9	7,500E-4
22,9	7,500E-4
23,0	8,125E-4
23,0	8,125E-4
23,0	8,125E-4
23,1	8,750E-4
23,2	8,750E-4
23,3	8,750E-4
23,3	9,375E-4
23,4	9,375E-4
23,5	9,375E-4
23,5	0,001
23,6	0,001
23,7	0,001
23,8	0,001
23,8	0,001
23,9	0,001
24,0	0,001
24,0	0,001
24,1	0,001
24,2	0,001
24,3	0,001
24,4	0,001
24,4	0,001
24,5	0,001
24,6	0,001
24,7	0,001
24,7	0,002
24,9	0,002
24,9	0,002
25,0	0,002
25,1	0,002
25,2	0,002
25,3	0,002
25,4	0,002
25,5	0,002
25,6	0,002
25,7	0,002
25,7	0,002
25,8	0,002
25,9	0,002
26,0	0,002
26,1	0,002
26,2	0,002
26,3	0,002
26,4	0,002
26,5	0,002
26,6	0,002
26,8	0,002
26,9	0,002
26,9	0,002
27,0	0,002
27,1	0,002
27,3	0,002
27,4	0,002
27,5	0,002
27,6	0,002
27,7	0,002
27,8	0,002
27,9	0,003
28,0	0,003
28,1	0,003
28,2	0,003
28,4	0,003
28,4	0,003
28,5	0,003
28,6	0,003
28,8	0,003
28,9	0,003
29,0	0,003
29,1	0,003
29,2	0,003
29,3	0,003
29,4	0,003
29,6	0,003
29,7	0,003
29,8	0,003
29,9	0,003
30,0	0,003
30,1	0,003
30,3	0,003
30,4	0,003
30,5	0,003
30,6	0,003
30,7	0,003
30,9	0,003
31,0	0,003
31,1	0,004
31,2	0,004
31,3	0,004
31,5	0,004
31,6	0,004
31,7	0,004
31,8	0,004
31,9	0,004
32,1	0,004
32,2	0,004
32,3	0,004
32,4	0,004
32,5	0,004
32,7	0,004
32,8	0,004
32,9	0,004
33,0	0,004
33,2	0,004
33,3	0,004
33,4	0,004
33,5	0,004
33,6	0,004
33,7	0,004
33,9	0,004
34,0	0,004
34,1	0,004
34,3	0,004
34,4	0,004
34,5	0,005
34,6	0,005
34,7	0,005
